PROVISIONAL_KEY,CATEGORY,CONTEXT,MONEY_CRITICALITY,FR_SOURCE,FR_MARCHE,TTS_CANONICAL,STT_VARIANTS,STATUS,VALIDATION_NOTE,LANGUAGE,LANGUAGE_CODE,LANGUAGE_VARIETY,VALIDATION_NATIVE_REQUISE,RISK_NOTE
PROVISIONAL_FRM_NUMBER_028,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,vingt-huit,vingt-huit,,,DRAFT,"À faire valider par une locutrice ivoirienne; tester articulation TTS et reconnaissance STT isolée, puis en contexte de quantité et de montant. | Cellules linguistiques volontairement vides : aucune forme suffisamment sûre, générique et attribuable au gouro de Zuénoula n’a été établie pour cette entrée. Ne pas déduire une forme par analogie ; validation native requise avant remplissage.",Gouro,goa,Gouro de Zuénoula (goa) ; variantes Sinfra/Vavoua/Nord/Sud exclues sauf mention explicite,true,
PROVISIONAL_FRM_NUMBER_029,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,vingt-neuf,vingt-neuf,,,DRAFT,"À faire valider par une locutrice ivoirienne; tester articulation TTS et reconnaissance STT isolée, puis en contexte de quantité et de montant. | Cellules linguistiques volontairement vides : aucune forme suffisamment sûre, générique et attribuable au gouro de Zuénoula n’a été établie pour cette entrée. Ne pas déduire une forme par analogie ; validation native requise avant remplissage.",Gouro,goa,Gouro de Zuénoula (goa) ; variantes Sinfra/Vavoua/Nord/Sud exclues sauf mention explicite,true,
PROVISIONAL_FRM_NUMBER_030,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,trente,trente,yɔ dʋ wɔ́lɛ́ vu,yɔ dʋ wɔ́lɛ́ vu,DRAFT,"À faire valider par une locutrice ivoirienne; tester articulation TTS et reconnaissance STT isolée, puis en contexte de quantité et de montant. | Base documentaire Zuénoula : Kuznetsova & Kuznetsova (2021), Dictionnaire gouro-français, yɔ dʋ wɔ́lɛ́ vu — « trente », exemple direct de l’entrée yɔ. Attestation lexicale isolée uniquement : prononciation, ton, adéquation marchande et couverture STT à faire valider par locuteur·rice natif·ve.",Gouro,goa,Gouro de Zuénoula (goa) ; variantes Sinfra/Vavoua/Nord/Sud exclues sauf mention explicite,true,
PROVISIONAL_FRM_NUMBER_031,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,trente et un,trente et un,,,DRAFT,"À faire valider par une locutrice ivoirienne; tester articulation TTS et reconnaissance STT isolée, puis en contexte de quantité et de montant. | Cellules linguistiques volontairement vides : aucune forme suffisamment sûre, générique et attribuable au gouro de Zuénoula n’a été établie pour cette entrée. Ne pas déduire une forme par analogie ; validation native requise avant remplissage.",Gouro,goa,Gouro de Zuénoula (goa) ; variantes Sinfra/Vavoua/Nord/Sud exclues sauf mention explicite,true,
PROVISIONAL_FRM_NUMBER_032,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,trente-deux,trente-deux,,,DRAFT,"À faire valider par une locutrice ivoirienne; tester articulation TTS et reconnaissance STT isolée, puis en contexte de quantité et de montant. | Cellules linguistiques volontairement vides : aucune forme suffisamment sûre, générique et attribuable au gouro de Zuénoula n’a été établie pour cette entrée. Ne pas déduire une forme par analogie ; validation native requise avant remplissage.",Gouro,goa,Gouro de Zuénoula (goa) ; variantes Sinfra/Vavoua/Nord/Sud exclues sauf mention explicite,true,
PROVISIONAL_FRM_NUMBER_033,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,trente-trois,trente-trois,,,DRAFT,"À faire valider par une locutrice ivoirienne; tester articulation TTS et reconnaissance STT isolée, puis en contexte de quantité et de montant. | Cellules linguistiques volontairement vides : aucune forme suffisamment sûre, générique et attribuable au gouro de Zuénoula n’a été établie pour cette entrée. Ne pas déduire une forme par analogie ; validation native requise avant remplissage.",Gouro,goa,Gouro de Zuénoula (goa) ; variantes Sinfra/Vavoua/Nord/Sud exclues sauf mention explicite,true,
PROVISIONAL_FRM_NUMBER_034,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,trente-quatre,trente-quatre,,,DRAFT,"À faire valider par une locutrice ivoirienne; tester articulation TTS et reconnaissance STT isolée, puis en contexte de quantité et de montant. | Cellules linguistiques volontairement vides : aucune forme suffisamment sûre, générique et attribuable au gouro de Zuénoula n’a été établie pour cette entrée. Ne pas déduire une forme par analogie ; validation native requise avant remplissage.",Gouro,goa,Gouro de Zuénoula (goa) ; variantes Sinfra/Vavoua/Nord/Sud exclues sauf mention explicite,true,
PROVISIONAL_FRM_NUMBER_035,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,trente-cinq,trente-cinq,,,DRAFT,"À faire valider par une locutrice ivoirienne; tester articulation TTS et reconnaissance STT isolée, puis en contexte de quantité et de montant. | Cellules linguistiques volontairement vides : aucune forme suffisamment sûre, générique et attribuable au gouro de Zuénoula n’a été établie pour cette entrée. Ne pas déduire une forme par analogie ; validation native requise avant remplissage.",Gouro,goa,Gouro de Zuénoula (goa) ; variantes Sinfra/Vavoua/Nord/Sud exclues sauf mention explicite,true,
PROVISIONAL_FRM_NUMBER_036,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,trente-six,trente-six,,,DRAFT,"À faire valider par une locutrice ivoirienne; tester articulation TTS et reconnaissance STT isolée, puis en contexte de quantité et de montant. | Cellules linguistiques volontairement vides : aucune forme suffisamment sûre, générique et attribuable au gouro de Zuénoula n’a été établie pour cette entrée. Ne pas déduire une forme par analogie ; validation native requise avant remplissage.",Gouro,goa,Gouro de Zuénoula (goa) ; variantes Sinfra/Vavoua/Nord/Sud exclues sauf mention explicite,true,
PROVISIONAL_FRM_NUMBER_037,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,trente-sept,trente-sept,,,DRAFT,"À faire valider par une locutrice ivoirienne; tester articulation TTS et reconnaissance STT isolée, puis en contexte de quantité et de montant. | Cellules linguistiques volontairement vides : aucune forme suffisamment sûre, générique et attribuable au gouro de Zuénoula n’a été établie pour cette entrée. Ne pas déduire une forme par analogie ; validation native requise avant remplissage.",Gouro,goa,Gouro de Zuénoula (goa) ; variantes Sinfra/Vavoua/Nord/Sud exclues sauf mention explicite,true,
PROVISIONAL_FRM_NUMBER_038,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,trente-huit,trente-huit,,,DRAFT,"À faire valider par une locutrice ivoirienne; tester articulation TTS et reconnaissance STT isolée, puis en contexte de quantité et de montant. | Cellules linguistiques volontairement vides : aucune forme suffisamment sûre, générique et attribuable au gouro de Zuénoula n’a été établie pour cette entrée. Ne pas déduire une forme par analogie ; validation native requise avant remplissage.",Gouro,goa,Gouro de Zuénoula (goa) ; variantes Sinfra/Vavoua/Nord/Sud exclues sauf mention explicite,true,
PROVISIONAL_FRM_NUMBER_039,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,trente-neuf,trente-neuf,,,DRAFT,"À faire valider par une locutrice ivoirienne; tester articulation TTS et reconnaissance STT isolée, puis en contexte de quantité et de montant. | Cellules linguistiques volontairement vides : aucune forme suffisamment sûre, générique et attribuable au gouro de Zuénoula n’a été établie pour cette entrée. Ne pas déduire une forme par analogie ; validation native requise avant remplissage.",Gouro,goa,Gouro de Zuénoula (goa) ; variantes Sinfra/Vavoua/Nord/Sud exclues sauf mention explicite,true,
PROVISIONAL_FRM_NUMBER_040,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,quarante,quarante,,,DRAFT,"À faire valider par une locutrice ivoirienne; tester articulation TTS et reconnaissance STT isolée, puis en contexte de quantité et de montant. | Cellules linguistiques volontairement vides : aucune forme suffisamment sûre, générique et attribuable au gouro de Zuénoula n’a été établie pour cette entrée. Ne pas déduire une forme par analogie ; validation native requise avant remplissage.",Gouro,goa,Gouro de Zuénoula (goa) ; variantes Sinfra/Vavoua/Nord/Sud exclues sauf mention explicite,true,
PROVISIONAL_FRM_NUMBER_041,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,quarante et un,quarante et un,,,DRAFT,"À faire valider par une locutrice ivoirienne; tester articulation TTS et reconnaissance STT isolée, puis en contexte de quantité et de montant. | Cellules linguistiques volontairement vides : aucune forme suffisamment sûre, générique et attribuable au gouro de Zuénoula n’a été établie pour cette entrée. Ne pas déduire une forme par analogie ; validation native requise avant remplissage.",Gouro,goa,Gouro de Zuénoula (goa) ; variantes Sinfra/Vavoua/Nord/Sud exclues sauf mention explicite,true,
PROVISIONAL_FRM_NUMBER_042,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,quarante-deux,quarante-deux,,,DRAFT,"À faire valider par une locutrice ivoirienne; tester articulation TTS et reconnaissance STT isolée, puis en contexte de quantité et de montant. | Cellules linguistiques volontairement vides : aucune forme suffisamment sûre, générique et attribuable au gouro de Zuénoula n’a été établie pour cette entrée. Ne pas déduire une forme par analogie ; validation native requise avant remplissage.",Gouro,goa,Gouro de Zuénoula (goa) ; variantes Sinfra/Vavoua/Nord/Sud exclues sauf mention explicite,true,
PROVISIONAL_FRM_NUMBER_043,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,quarante-trois,quarante-trois,,,DRAFT,"À faire valider par une locutrice ivoirienne; tester articulation TTS et reconnaissance STT isolée, puis en contexte de quantité et de montant. | Cellules linguistiques volontairement vides : aucune forme suffisamment sûre, générique et attribuable au gouro de Zuénoula n’a été établie pour cette entrée. Ne pas déduire une forme par analogie ; validation native requise avant remplissage.",Gouro,goa,Gouro de Zuénoula (goa) ; variantes Sinfra/Vavoua/Nord/Sud exclues sauf mention explicite,true,
PROVISIONAL_FRM_NUMBER_044,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,quarante-quatre,quarante-quatre,,,DRAFT,"À faire valider par une locutrice ivoirienne; tester articulation TTS et reconnaissance STT isolée, puis en contexte de quantité et de montant. | Cellules linguistiques volontairement vides : aucune forme suffisamment sûre, générique et attribuable au gouro de Zuénoula n’a été établie pour cette entrée. Ne pas déduire une forme par analogie ; validation native requise avant remplissage.",Gouro,goa,Gouro de Zuénoula (goa) ; variantes Sinfra/Vavoua/Nord/Sud exclues sauf mention explicite,true,
PROVISIONAL_FRM_NUMBER_045,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,quarante-cinq,quarante-cinq,,,DRAFT,"À faire valider par une locutrice ivoirienne; tester articulation TTS et reconnaissance STT isolée, puis en contexte de quantité et de montant. | Cellules linguistiques volontairement vides : aucune forme suffisamment sûre, générique et attribuable au gouro de Zuénoula n’a été établie pour cette entrée. Ne pas déduire une forme par analogie ; validation native requise avant remplissage.",Gouro,goa,Gouro de Zuénoula (goa) ; variantes Sinfra/Vavoua/Nord/Sud exclues sauf mention explicite,true,
PROVISIONAL_FRM_NUMBER_046,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,quarante-six,quarante-six,,,DRAFT,"À faire valider par une locutrice ivoirienne; tester articulation TTS et reconnaissance STT isolée, puis en contexte de quantité et de montant. | Cellules linguistiques volontairement vides : aucune forme suffisamment sûre, générique et attribuable au gouro de Zuénoula n’a été établie pour cette entrée. Ne pas déduire une forme par analogie ; validation native requise avant remplissage.",Gouro,goa,Gouro de Zuénoula (goa) ; variantes Sinfra/Vavoua/Nord/Sud exclues sauf mention explicite,true,
PROVISIONAL_FRM_NUMBER_047,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,quarante-sept,quarante-sept,,,DRAFT,"À faire valider par une locutrice ivoirienne; tester articulation TTS et reconnaissance STT isolée, puis en contexte de quantité et de montant. | Cellules linguistiques volontairement vides : aucune forme suffisamment sûre, générique et attribuable au gouro de Zuénoula n’a été établie pour cette entrée. Ne pas déduire une forme par analogie ; validation native requise avant remplissage.",Gouro,goa,Gouro de Zuénoula (goa) ; variantes Sinfra/Vavoua/Nord/Sud exclues sauf mention explicite,true,
PROVISIONAL_FRM_NUMBER_048,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,quarante-huit,quarante-huit,,,DRAFT,"À faire valider par une locutrice ivoirienne; tester articulation TTS et reconnaissance STT isolée, puis en contexte de quantité et de montant. | Cellules linguistiques volontairement vides : aucune forme suffisamment sûre, générique et attribuable au gouro de Zuénoula n’a été établie pour cette entrée. Ne pas déduire une forme par analogie ; validation native requise avant remplissage.",Gouro,goa,Gouro de Zuénoula (goa) ; variantes Sinfra/Vavoua/Nord/Sud exclues sauf mention explicite,true,
PROVISIONAL_FRM_NUMBER_049,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,quarante-neuf,quarante-neuf,,,DRAFT,"À faire valider par une locutrice ivoirienne; tester articulation TTS et reconnaissance STT isolée, puis en contexte de quantité et de montant. | Cellules linguistiques volontairement vides : aucune forme suffisamment sûre, générique et attribuable au gouro de Zuénoula n’a été établie pour cette entrée. Ne pas déduire une forme par analogie ; validation native requise avant remplissage.",Gouro,goa,Gouro de Zuénoula (goa) ; variantes Sinfra/Vavoua/Nord/Sud exclues sauf mention explicite,true,
PROVISIONAL_FRM_NUMBER_050,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,cinquante,cinquante,,,DRAFT,"À faire valider par une locutrice ivoirienne; tester articulation TTS et reconnaissance STT isolée, puis en contexte de quantité et de montant. | Cellules linguistiques volontairement vides : aucune forme suffisamment sûre, générique et attribuable au gouro de Zuénoula n’a été établie pour cette entrée. Ne pas déduire une forme par analogie ; validation native requise avant remplissage.",Gouro,goa,Gouro de Zuénoula (goa) ; variantes Sinfra/Vavoua/Nord/Sud exclues sauf mention explicite,true,
PROVISIONAL_FRM_NUMBER_051,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,cinquante et un,cinquante et un,,,DRAFT,"À faire valider par une locutrice ivoirienne; tester articulation TTS et reconnaissance STT isolée, puis en contexte de quantité et de montant. | Cellules linguistiques volontairement vides : aucune forme suffisamment sûre, générique et attribuable au gouro de Zuénoula n’a été établie pour cette entrée. Ne pas déduire une forme par analogie ; validation native requise avant remplissage.",Gouro,goa,Gouro de Zuénoula (goa) ; variantes Sinfra/Vavoua/Nord/Sud exclues sauf mention explicite,true,
PROVISIONAL_FRM_NUMBER_052,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,cinquante-deux,cinquante-deux,,,DRAFT,"À faire valider par une locutrice ivoirienne; tester articulation TTS et reconnaissance STT isolée, puis en contexte de quantité et de montant. | Cellules linguistiques volontairement vides : aucune forme suffisamment sûre, générique et attribuable au gouro de Zuénoula n’a été établie pour cette entrée. Ne pas déduire une forme par analogie ; validation native requise avant remplissage.",Gouro,goa,Gouro de Zuénoula (goa) ; variantes Sinfra/Vavoua/Nord/Sud exclues sauf mention explicite,true,
PROVISIONAL_FRM_NUMBER_053,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,cinquante-trois,cinquante-trois,,,DRAFT,"À faire valider par une locutrice ivoirienne; tester articulation TTS et reconnaissance STT isolée, puis en contexte de quantité et de montant. | Cellules linguistiques volontairement vides : aucune forme suffisamment sûre, générique et attribuable au gouro de Zuénoula n’a été établie pour cette entrée. Ne pas déduire une forme par analogie ; validation native requise avant remplissage.",Gouro,goa,Gouro de Zuénoula (goa) ; variantes Sinfra/Vavoua/Nord/Sud exclues sauf mention explicite,true,
PROVISIONAL_FRM_NUMBER_054,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,cinquante-quatre,cinquante-quatre,,,DRAFT,"À faire valider par une locutrice ivoirienne; tester articulation TTS et reconnaissance STT isolée, puis en contexte de quantité et de montant. | Cellules linguistiques volontairement vides : aucune forme suffisamment sûre, générique et attribuable au gouro de Zuénoula n’a été établie pour cette entrée. Ne pas déduire une forme par analogie ; validation native requise avant remplissage.",Gouro,goa,Gouro de Zuénoula (goa) ; variantes Sinfra/Vavoua/Nord/Sud exclues sauf mention explicite,true,
PROVISIONAL_FRM_NUMBER_055,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,cinquante-cinq,cinquante-cinq,,,DRAFT,"À faire valider par une locutrice ivoirienne; tester articulation TTS et reconnaissance STT isolée, puis en contexte de quantité et de montant. | Cellules linguistiques volontairement vides : aucune forme suffisamment sûre, générique et attribuable au gouro de Zuénoula n’a été établie pour cette entrée. Ne pas déduire une forme par analogie ; validation native requise avant remplissage.",Gouro,goa,Gouro de Zuénoula (goa) ; variantes Sinfra/Vavoua/Nord/Sud exclues sauf mention explicite,true,
PROVISIONAL_FRM_NUMBER_056,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,cinquante-six,cinquante-six,,,DRAFT,"À faire valider par une locutrice ivoirienne; tester articulation TTS et reconnaissance STT isolée, puis en contexte de quantité et de montant. | Cellules linguistiques volontairement vides : aucune forme suffisamment sûre, générique et attribuable au gouro de Zuénoula n’a été établie pour cette entrée. Ne pas déduire une forme par analogie ; validation native requise avant remplissage.",Gouro,goa,Gouro de Zuénoula (goa) ; variantes Sinfra/Vavoua/Nord/Sud exclues sauf mention explicite,true,
PROVISIONAL_FRM_NUMBER_057,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,cinquante-sept,cinquante-sept,,,DRAFT,"À faire valider par une locutrice ivoirienne; tester articulation TTS et reconnaissance STT isolée, puis en contexte de quantité et de montant. | Cellules linguistiques volontairement vides : aucune forme suffisamment sûre, générique et attribuable au gouro de Zuénoula n’a été établie pour cette entrée. Ne pas déduire une forme par analogie ; validation native requise avant remplissage.",Gouro,goa,Gouro de Zuénoula (goa) ; variantes Sinfra/Vavoua/Nord/Sud exclues sauf mention explicite,true,
PROVISIONAL_FRM_NUMBER_058,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,cinquante-huit,cinquante-huit,,,DRAFT,"À faire valider par une locutrice ivoirienne; tester articulation TTS et reconnaissance STT isolée, puis en contexte de quantité et de montant. | Cellules linguistiques volontairement vides : aucune forme suffisamment sûre, générique et attribuable au gouro de Zuénoula n’a été établie pour cette entrée. Ne pas déduire une forme par analogie ; validation native requise avant remplissage.",Gouro,goa,Gouro de Zuénoula (goa) ; variantes Sinfra/Vavoua/Nord/Sud exclues sauf mention explicite,true,
PROVISIONAL_FRM_NUMBER_059,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,cinquante-neuf,cinquante-neuf,,,DRAFT,"À faire valider par une locutrice ivoirienne; tester articulation TTS et reconnaissance STT isolée, puis en contexte de quantité et de montant. | Cellules linguistiques volontairement vides : aucune forme suffisamment sûre, générique et attribuable au gouro de Zuénoula n’a été établie pour cette entrée. Ne pas déduire une forme par analogie ; validation native requise avant remplissage.",Gouro,goa,Gouro de Zuénoula (goa) ; variantes Sinfra/Vavoua/Nord/Sud exclues sauf mention explicite,true,
PROVISIONAL_FRM_NUMBER_060,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,soixante,soixante,,,DRAFT,"À faire valider par une locutrice ivoirienne; tester articulation TTS et reconnaissance STT isolée, puis en contexte de quantité et de montant. | Cellules linguistiques volontairement vides : aucune forme suffisamment sûre, générique et attribuable au gouro de Zuénoula n’a été établie pour cette entrée. Ne pas déduire une forme par analogie ; validation native requise avant remplissage.",Gouro,goa,Gouro de Zuénoula (goa) ; variantes Sinfra/Vavoua/Nord/Sud exclues sauf mention explicite,true,
PROVISIONAL_FRM_NUMBER_061,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,soixante et un,soixante et un,,,DRAFT,"À faire valider par une locutrice ivoirienne; tester articulation TTS et reconnaissance STT isolée, puis en contexte de quantité et de montant. | Cellules linguistiques volontairement vides : aucune forme suffisamment sûre, générique et attribuable au gouro de Zuénoula n’a été établie pour cette entrée. Ne pas déduire une forme par analogie ; validation native requise avant remplissage.",Gouro,goa,Gouro de Zuénoula (goa) ; variantes Sinfra/Vavoua/Nord/Sud exclues sauf mention explicite,true,
PROVISIONAL_FRM_NUMBER_062,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,soixante-deux,soixante-deux,,,DRAFT,"À faire valider par une locutrice ivoirienne; tester articulation TTS et reconnaissance STT isolée, puis en contexte de quantité et de montant. | Cellules linguistiques volontairement vides : aucune forme suffisamment sûre, générique et attribuable au gouro de Zuénoula n’a été établie pour cette entrée. Ne pas déduire une forme par analogie ; validation native requise avant remplissage.",Gouro,goa,Gouro de Zuénoula (goa) ; variantes Sinfra/Vavoua/Nord/Sud exclues sauf mention explicite,true,
PROVISIONAL_FRM_NUMBER_063,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,soixante-trois,soixante-trois,,,DRAFT,"À faire valider par une locutrice ivoirienne; tester articulation TTS et reconnaissance STT isolée, puis en contexte de quantité et de montant. | Cellules linguistiques volontairement vides : aucune forme suffisamment sûre, générique et attribuable au gouro de Zuénoula n’a été établie pour cette entrée. Ne pas déduire une forme par analogie ; validation native requise avant remplissage.",Gouro,goa,Gouro de Zuénoula (goa) ; variantes Sinfra/Vavoua/Nord/Sud exclues sauf mention explicite,true,
PROVISIONAL_FRM_NUMBER_064,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,soixante-quatre,soixante-quatre,,,DRAFT,"À faire valider par une locutrice ivoirienne; tester articulation TTS et reconnaissance STT isolée, puis en contexte de quantité et de montant. | Cellules linguistiques volontairement vides : aucune forme suffisamment sûre, générique et attribuable au gouro de Zuénoula n’a été établie pour cette entrée. Ne pas déduire une forme par analogie ; validation native requise avant remplissage.",Gouro,goa,Gouro de Zuénoula (goa) ; variantes Sinfra/Vavoua/Nord/Sud exclues sauf mention explicite,true,
PROVISIONAL_FRM_NUMBER_065,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,soixante-cinq,soixante-cinq,,,DRAFT,"À faire valider par une locutrice ivoirienne; tester articulation TTS et reconnaissance STT isolée, puis en contexte de quantité et de montant. | Cellules linguistiques volontairement vides : aucune forme suffisamment sûre, générique et attribuable au gouro de Zuénoula n’a été établie pour cette entrée. Ne pas déduire une forme par analogie ; validation native requise avant remplissage.",Gouro,goa,Gouro de Zuénoula (goa) ; variantes Sinfra/Vavoua/Nord/Sud exclues sauf mention explicite,true,
PROVISIONAL_FRM_NUMBER_066,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,soixante-six,soixante-six,,,DRAFT,"À faire valider par une locutrice ivoirienne; tester articulation TTS et reconnaissance STT isolée, puis en contexte de quantité et de montant. | Cellules linguistiques volontairement vides : aucune forme suffisamment sûre, générique et attribuable au gouro de Zuénoula n’a été établie pour cette entrée. Ne pas déduire une forme par analogie ; validation native requise avant remplissage.",Gouro,goa,Gouro de Zuénoula (goa) ; variantes Sinfra/Vavoua/Nord/Sud exclues sauf mention explicite,true,
PROVISIONAL_FRM_NUMBER_067,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,soixante-sept,soixante-sept,,,DRAFT,"À faire valider par une locutrice ivoirienne; tester articulation TTS et reconnaissance STT isolée, puis en contexte de quantité et de montant. | Cellules linguistiques volontairement vides : aucune forme suffisamment sûre, générique et attribuable au gouro de Zuénoula n’a été établie pour cette entrée. Ne pas déduire une forme par analogie ; validation native requise avant remplissage.",Gouro,goa,Gouro de Zuénoula (goa) ; variantes Sinfra/Vavoua/Nord/Sud exclues sauf mention explicite,true,
PROVISIONAL_FRM_NUMBER_068,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,soixante-huit,soixante-huit,,,DRAFT,"À faire valider par une locutrice ivoirienne; tester articulation TTS et reconnaissance STT isolée, puis en contexte de quantité et de montant. | Cellules linguistiques volontairement vides : aucune forme suffisamment sûre, générique et attribuable au gouro de Zuénoula n’a été établie pour cette entrée. Ne pas déduire une forme par analogie ; validation native requise avant remplissage.",Gouro,goa,Gouro de Zuénoula (goa) ; variantes Sinfra/Vavoua/Nord/Sud exclues sauf mention explicite,true,
PROVISIONAL_FRM_NUMBER_069,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,soixante-neuf,soixante-neuf,,,DRAFT,"À faire valider par une locutrice ivoirienne; tester articulation TTS et reconnaissance STT isolée, puis en contexte de quantité et de montant. | Cellules linguistiques volontairement vides : aucune forme suffisamment sûre, générique et attribuable au gouro de Zuénoula n’a été établie pour cette entrée. Ne pas déduire une forme par analogie ; validation native requise avant remplissage.",Gouro,goa,Gouro de Zuénoula (goa) ; variantes Sinfra/Vavoua/Nord/Sud exclues sauf mention explicite,true,
PROVISIONAL_FRM_NUMBER_070,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,soixante-dix,soixante-dix,,,DRAFT,"À faire valider par une locutrice ivoirienne; tester articulation TTS et reconnaissance STT isolée, puis en contexte de quantité et de montant. | Cellules linguistiques volontairement vides : aucune forme suffisamment sûre, générique et attribuable au gouro de Zuénoula n’a été établie pour cette entrée. Ne pas déduire une forme par analogie ; validation native requise avant remplissage.",Gouro,goa,Gouro de Zuénoula (goa) ; variantes Sinfra/Vavoua/Nord/Sud exclues sauf mention explicite,true,
