PROVISIONAL_KEY,CLAUDE_ID,DIRECTION,CATEGORY,CONTEXT,MONEY_CRITICALITY,PLACEHOLDERS,FR_MARCHE,MAPPING_STATUS,MAPPING_NOTE
PROVISIONAL_FRM_NUMBER_071,,LEXICON,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,,soixante et onze,A_REMAPPER,Claude renseigne CLAUDE_ID sans modifier PROVISIONAL_KEY; QA vérifie ensuite la correspondance métier.
PROVISIONAL_FRM_NUMBER_072,,LEXICON,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,,soixante-douze,A_REMAPPER,Claude renseigne CLAUDE_ID sans modifier PROVISIONAL_KEY; QA vérifie ensuite la correspondance métier.
PROVISIONAL_FRM_NUMBER_073,,LEXICON,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,,soixante-treize,A_REMAPPER,Claude renseigne CLAUDE_ID sans modifier PROVISIONAL_KEY; QA vérifie ensuite la correspondance métier.
PROVISIONAL_FRM_NUMBER_074,,LEXICON,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,,soixante-quatorze,A_REMAPPER,Claude renseigne CLAUDE_ID sans modifier PROVISIONAL_KEY; QA vérifie ensuite la correspondance métier.
PROVISIONAL_FRM_NUMBER_075,,LEXICON,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,,soixante-quinze,A_REMAPPER,Claude renseigne CLAUDE_ID sans modifier PROVISIONAL_KEY; QA vérifie ensuite la correspondance métier.
PROVISIONAL_FRM_NUMBER_076,,LEXICON,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,,soixante-seize,A_REMAPPER,Claude renseigne CLAUDE_ID sans modifier PROVISIONAL_KEY; QA vérifie ensuite la correspondance métier.
PROVISIONAL_FRM_NUMBER_077,,LEXICON,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,,soixante-dix-sept,A_REMAPPER,Claude renseigne CLAUDE_ID sans modifier PROVISIONAL_KEY; QA vérifie ensuite la correspondance métier.
PROVISIONAL_FRM_NUMBER_078,,LEXICON,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,,soixante-dix-huit,A_REMAPPER,Claude renseigne CLAUDE_ID sans modifier PROVISIONAL_KEY; QA vérifie ensuite la correspondance métier.
PROVISIONAL_FRM_NUMBER_079,,LEXICON,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,,soixante-dix-neuf,A_REMAPPER,Claude renseigne CLAUDE_ID sans modifier PROVISIONAL_KEY; QA vérifie ensuite la correspondance métier.
PROVISIONAL_FRM_NUMBER_080,,LEXICON,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,,quatre-vingts,A_REMAPPER,Claude renseigne CLAUDE_ID sans modifier PROVISIONAL_KEY; QA vérifie ensuite la correspondance métier.
PROVISIONAL_FRM_NUMBER_081,,LEXICON,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,,quatre-vingt-un,A_REMAPPER,Claude renseigne CLAUDE_ID sans modifier PROVISIONAL_KEY; QA vérifie ensuite la correspondance métier.
PROVISIONAL_FRM_NUMBER_082,,LEXICON,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,,quatre-vingt-deux,A_REMAPPER,Claude renseigne CLAUDE_ID sans modifier PROVISIONAL_KEY; QA vérifie ensuite la correspondance métier.
PROVISIONAL_FRM_NUMBER_083,,LEXICON,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,,quatre-vingt-trois,A_REMAPPER,Claude renseigne CLAUDE_ID sans modifier PROVISIONAL_KEY; QA vérifie ensuite la correspondance métier.
PROVISIONAL_FRM_NUMBER_084,,LEXICON,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,,quatre-vingt-quatre,A_REMAPPER,Claude renseigne CLAUDE_ID sans modifier PROVISIONAL_KEY; QA vérifie ensuite la correspondance métier.
PROVISIONAL_FRM_NUMBER_085,,LEXICON,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,,quatre-vingt-cinq,A_REMAPPER,Claude renseigne CLAUDE_ID sans modifier PROVISIONAL_KEY; QA vérifie ensuite la correspondance métier.
PROVISIONAL_FRM_NUMBER_086,,LEXICON,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,,quatre-vingt-six,A_REMAPPER,Claude renseigne CLAUDE_ID sans modifier PROVISIONAL_KEY; QA vérifie ensuite la correspondance métier.
PROVISIONAL_FRM_NUMBER_087,,LEXICON,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,,quatre-vingt-sept,A_REMAPPER,Claude renseigne CLAUDE_ID sans modifier PROVISIONAL_KEY; QA vérifie ensuite la correspondance métier.
PROVISIONAL_FRM_NUMBER_088,,LEXICON,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,,quatre-vingt-huit,A_REMAPPER,Claude renseigne CLAUDE_ID sans modifier PROVISIONAL_KEY; QA vérifie ensuite la correspondance métier.
PROVISIONAL_FRM_NUMBER_089,,LEXICON,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,,quatre-vingt-neuf,A_REMAPPER,Claude renseigne CLAUDE_ID sans modifier PROVISIONAL_KEY; QA vérifie ensuite la correspondance métier.
PROVISIONAL_FRM_NUMBER_090,,LEXICON,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,,quatre-vingt-dix,A_REMAPPER,Claude renseigne CLAUDE_ID sans modifier PROVISIONAL_KEY; QA vérifie ensuite la correspondance métier.
PROVISIONAL_FRM_NUMBER_091,,LEXICON,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,,quatre-vingt-onze,A_REMAPPER,Claude renseigne CLAUDE_ID sans modifier PROVISIONAL_KEY; QA vérifie ensuite la correspondance métier.
PROVISIONAL_FRM_NUMBER_092,,LEXICON,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,,quatre-vingt-douze,A_REMAPPER,Claude renseigne CLAUDE_ID sans modifier PROVISIONAL_KEY; QA vérifie ensuite la correspondance métier.
PROVISIONAL_FRM_NUMBER_093,,LEXICON,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,,quatre-vingt-treize,A_REMAPPER,Claude renseigne CLAUDE_ID sans modifier PROVISIONAL_KEY; QA vérifie ensuite la correspondance métier.
PROVISIONAL_FRM_NUMBER_094,,LEXICON,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,,quatre-vingt-quatorze,A_REMAPPER,Claude renseigne CLAUDE_ID sans modifier PROVISIONAL_KEY; QA vérifie ensuite la correspondance métier.
PROVISIONAL_FRM_NUMBER_095,,LEXICON,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,,quatre-vingt-quinze,A_REMAPPER,Claude renseigne CLAUDE_ID sans modifier PROVISIONAL_KEY; QA vérifie ensuite la correspondance métier.
PROVISIONAL_FRM_NUMBER_096,,LEXICON,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,,quatre-vingt-seize,A_REMAPPER,Claude renseigne CLAUDE_ID sans modifier PROVISIONAL_KEY; QA vérifie ensuite la correspondance métier.
PROVISIONAL_FRM_NUMBER_097,,LEXICON,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,,quatre-vingt-dix-sept,A_REMAPPER,Claude renseigne CLAUDE_ID sans modifier PROVISIONAL_KEY; QA vérifie ensuite la correspondance métier.
PROVISIONAL_FRM_NUMBER_098,,LEXICON,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,,quatre-vingt-dix-huit,A_REMAPPER,Claude renseigne CLAUDE_ID sans modifier PROVISIONAL_KEY; QA vérifie ensuite la correspondance métier.
PROVISIONAL_FRM_NUMBER_099,,LEXICON,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,,quatre-vingt-dix-neuf,A_REMAPPER,Claude renseigne CLAUDE_ID sans modifier PROVISIONAL_KEY; QA vérifie ensuite la correspondance métier.
PROVISIONAL_FRM_NUMBER_100,,LEXICON,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,,cent,A_REMAPPER,Claude renseigne CLAUDE_ID sans modifier PROVISIONAL_KEY; QA vérifie ensuite la correspondance métier.
PROVISIONAL_FRM_NUMBER_HUNDRED_200,,LEXICON,NUMBER_HUNDREDS,Lecture isolée d’une centaine ou de mille; l’unité et le contexte doivent être ajoutés.,MEDIUM,,deux cents,A_REMAPPER,Claude renseigne CLAUDE_ID sans modifier PROVISIONAL_KEY; QA vérifie ensuite la correspondance métier.
PROVISIONAL_FRM_NUMBER_HUNDRED_300,,LEXICON,NUMBER_HUNDREDS,Lecture isolée d’une centaine ou de mille; l’unité et le contexte doivent être ajoutés.,MEDIUM,,trois cents,A_REMAPPER,Claude renseigne CLAUDE_ID sans modifier PROVISIONAL_KEY; QA vérifie ensuite la correspondance métier.
PROVISIONAL_FRM_NUMBER_HUNDRED_400,,LEXICON,NUMBER_HUNDREDS,Lecture isolée d’une centaine ou de mille; l’unité et le contexte doivent être ajoutés.,MEDIUM,,quatre cents,A_REMAPPER,Claude renseigne CLAUDE_ID sans modifier PROVISIONAL_KEY; QA vérifie ensuite la correspondance métier.
PROVISIONAL_FRM_NUMBER_HUNDRED_500,,LEXICON,NUMBER_HUNDREDS,Lecture isolée d’une centaine ou de mille; l’unité et le contexte doivent être ajoutés.,MEDIUM,,cinq cents,A_REMAPPER,Claude renseigne CLAUDE_ID sans modifier PROVISIONAL_KEY; QA vérifie ensuite la correspondance métier.
PROVISIONAL_FRM_NUMBER_HUNDRED_600,,LEXICON,NUMBER_HUNDREDS,Lecture isolée d’une centaine ou de mille; l’unité et le contexte doivent être ajoutés.,MEDIUM,,six cents,A_REMAPPER,Claude renseigne CLAUDE_ID sans modifier PROVISIONAL_KEY; QA vérifie ensuite la correspondance métier.
PROVISIONAL_FRM_NUMBER_HUNDRED_700,,LEXICON,NUMBER_HUNDREDS,Lecture isolée d’une centaine ou de mille; l’unité et le contexte doivent être ajoutés.,MEDIUM,,sept cents,A_REMAPPER,Claude renseigne CLAUDE_ID sans modifier PROVISIONAL_KEY; QA vérifie ensuite la correspondance métier.
PROVISIONAL_FRM_NUMBER_HUNDRED_800,,LEXICON,NUMBER_HUNDREDS,Lecture isolée d’une centaine ou de mille; l’unité et le contexte doivent être ajoutés.,MEDIUM,,huit cents,A_REMAPPER,Claude renseigne CLAUDE_ID sans modifier PROVISIONAL_KEY; QA vérifie ensuite la correspondance métier.
PROVISIONAL_FRM_NUMBER_HUNDRED_900,,LEXICON,NUMBER_HUNDREDS,Lecture isolée d’une centaine ou de mille; l’unité et le contexte doivent être ajoutés.,MEDIUM,,neuf cents,A_REMAPPER,Claude renseigne CLAUDE_ID sans modifier PROVISIONAL_KEY; QA vérifie ensuite la correspondance métier.
PROVISIONAL_FRM_NUMBER_THOUSAND_1000,,LEXICON,NUMBER_THOUSAND,Lecture isolée d’une centaine ou de mille; l’unité et le contexte doivent être ajoutés.,MEDIUM,,mille,A_REMAPPER,Claude renseigne CLAUDE_ID sans modifier PROVISIONAL_KEY; QA vérifie ensuite la correspondance métier.
PROVISIONAL_FRM_UNIT_01_UNITE,,LEXICON,UNIT,Unité de vente orale.,LOW,,à l’unité,A_REMAPPER,Claude renseigne CLAUDE_ID sans modifier PROVISIONAL_KEY; QA vérifie ensuite la correspondance métier.
PROVISIONAL_FRM_UNIT_02_TAS,,LEXICON,UNIT,Unité de vente orale.,LOW,,tas,A_REMAPPER,Claude renseigne CLAUDE_ID sans modifier PROVISIONAL_KEY; QA vérifie ensuite la correspondance métier.
PROVISIONAL_FRM_UNIT_03_SAC,,LEXICON,UNIT,Unité de vente orale.,LOW,,sac,A_REMAPPER,Claude renseigne CLAUDE_ID sans modifier PROVISIONAL_KEY; QA vérifie ensuite la correspondance métier.
PROVISIONAL_FRM_UNIT_04_KILO,,LEXICON,UNIT,Unité de vente orale.,LOW,,kilo,A_REMAPPER,Claude renseigne CLAUDE_ID sans modifier PROVISIONAL_KEY; QA vérifie ensuite la correspondance métier.
PROVISIONAL_FRM_UNIT_05_BOTTE,,LEXICON,UNIT,Unité de vente orale.,LOW,,botte,A_REMAPPER,Claude renseigne CLAUDE_ID sans modifier PROVISIONAL_KEY; QA vérifie ensuite la correspondance métier.
PROVISIONAL_FRM_UNIT_06_BIDON,,LEXICON,UNIT,Unité de vente orale.,LOW,,bidon,A_REMAPPER,Claude renseigne CLAUDE_ID sans modifier PROVISIONAL_KEY; QA vérifie ensuite la correspondance métier.
PROVISIONAL_FRM_UNIT_07_SACHET,,LEXICON,UNIT,Unité de vente orale.,LOW,,sachet,A_REMAPPER,Claude renseigne CLAUDE_ID sans modifier PROVISIONAL_KEY; QA vérifie ensuite la correspondance métier.
PROVISIONAL_FRM_UNIT_08_PAQUET,,LEXICON,UNIT,Unité de vente orale.,LOW,,paquet,A_REMAPPER,Claude renseigne CLAUDE_ID sans modifier PROVISIONAL_KEY; QA vérifie ensuite la correspondance métier.
PROVISIONAL_FRM_UNIT_09_MORCEAU,,LEXICON,UNIT,Unité de vente orale.,LOW,,morceau,A_REMAPPER,Claude renseigne CLAUDE_ID sans modifier PROVISIONAL_KEY; QA vérifie ensuite la correspondance métier.
PROVISIONAL_FRM_UNIT_10_LITRE,,LEXICON,UNIT,Unité de vente orale.,LOW,,litre,A_REMAPPER,Claude renseigne CLAUDE_ID sans modifier PROVISIONAL_KEY; QA vérifie ensuite la correspondance métier.
PROVISIONAL_FRM_UNIT_11_REGIME,,LEXICON,UNIT,Unité de vente orale.,LOW,,régime,A_REMAPPER,Claude renseigne CLAUDE_ID sans modifier PROVISIONAL_KEY; QA vérifie ensuite la correspondance métier.
PROVISIONAL_FRM_UNIT_12_CARTON,,LEXICON,UNIT,Unité de vente orale.,LOW,,carton,A_REMAPPER,Claude renseigne CLAUDE_ID sans modifier PROVISIONAL_KEY; QA vérifie ensuite la correspondance métier.
PROVISIONAL_FRM_UNIT_13_CAISSE,,LEXICON,UNIT,Unité de vente orale.,LOW,,caisse,A_REMAPPER,Claude renseigne CLAUDE_ID sans modifier PROVISIONAL_KEY; QA vérifie ensuite la correspondance métier.
PROVISIONAL_FRM_UNIT_14_BOUTEILLE,,LEXICON,UNIT,Unité de vente orale.,LOW,,bouteille,A_REMAPPER,Claude renseigne CLAUDE_ID sans modifier PROVISIONAL_KEY; QA vérifie ensuite la correspondance métier.
PROVISIONAL_FRM_UNIT_15_PANIER,,LEXICON,UNIT,Unité de vente orale.,LOW,,panier,A_REMAPPER,Claude renseigne CLAUDE_ID sans modifier PROVISIONAL_KEY; QA vérifie ensuite la correspondance métier.
PROVISIONAL_FRM_UNIT_16_FRANC,,LEXICON,UNIT,Dénomination monétaire orale; à associer à un nombre et au contexte.,HIGH,,franc,A_REMAPPER,Claude renseigne CLAUDE_ID sans modifier PROVISIONAL_KEY; QA vérifie ensuite la correspondance métier.
PROVISIONAL_FRM_UNIT_17_FCFA,,LEXICON,UNIT,Dénomination monétaire orale; à associer à un nombre et au contexte.,HIGH,,franc CFA,A_REMAPPER,Claude renseigne CLAUDE_ID sans modifier PROVISIONAL_KEY; QA vérifie ensuite la correspondance métier.
PROVISIONAL_FRM_PRODUCT_01_TOMATE,,LEXICON,PRODUCT,Nom de produit à annoncer ou saisir dans une vente; aucun identifiant produit métier n’est créé.,LOW,,tomate,A_REMAPPER,Claude renseigne CLAUDE_ID sans modifier PROVISIONAL_KEY; QA vérifie ensuite la correspondance métier.
PROVISIONAL_FRM_PRODUCT_02_PIMENT,,LEXICON,PRODUCT,Nom de produit à annoncer ou saisir dans une vente; aucun identifiant produit métier n’est créé.,LOW,,piment,A_REMAPPER,Claude renseigne CLAUDE_ID sans modifier PROVISIONAL_KEY; QA vérifie ensuite la correspondance métier.
PROVISIONAL_FRM_PRODUCT_03_GOMBO,,LEXICON,PRODUCT,Nom de produit à annoncer ou saisir dans une vente; aucun identifiant produit métier n’est créé.,LOW,,gombo,A_REMAPPER,Claude renseigne CLAUDE_ID sans modifier PROVISIONAL_KEY; QA vérifie ensuite la correspondance métier.
PROVISIONAL_FRM_PRODUCT_04_ATTIEKE,,LEXICON,PRODUCT,Nom de produit à annoncer ou saisir dans une vente; aucun identifiant produit métier n’est créé.,LOW,,attiéké,A_REMAPPER,Claude renseigne CLAUDE_ID sans modifier PROVISIONAL_KEY; QA vérifie ensuite la correspondance métier.
PROVISIONAL_FRM_PRODUCT_05_BANANE,,LEXICON,PRODUCT,Nom de produit à annoncer ou saisir dans une vente; aucun identifiant produit métier n’est créé.,LOW,,banane,A_REMAPPER,Claude renseigne CLAUDE_ID sans modifier PROVISIONAL_KEY; QA vérifie ensuite la correspondance métier.
PROVISIONAL_FRM_PRODUCT_06_PLANTAIN,,LEXICON,PRODUCT,Nom de produit à annoncer ou saisir dans une vente; aucun identifiant produit métier n’est créé.,LOW,,plantain,A_REMAPPER,Claude renseigne CLAUDE_ID sans modifier PROVISIONAL_KEY; QA vérifie ensuite la correspondance métier.
PROVISIONAL_FRM_PRODUCT_07_IGNAME,,LEXICON,PRODUCT,Nom de produit à annoncer ou saisir dans une vente; aucun identifiant produit métier n’est créé.,LOW,,igname,A_REMAPPER,Claude renseigne CLAUDE_ID sans modifier PROVISIONAL_KEY; QA vérifie ensuite la correspondance métier.
PROVISIONAL_FRM_PRODUCT_08_MANIOC,,LEXICON,PRODUCT,Nom de produit à annoncer ou saisir dans une vente; aucun identifiant produit métier n’est créé.,LOW,,manioc,A_REMAPPER,Claude renseigne CLAUDE_ID sans modifier PROVISIONAL_KEY; QA vérifie ensuite la correspondance métier.
PROVISIONAL_FRM_PRODUCT_09_AUBERGINE,,LEXICON,PRODUCT,Nom de produit à annoncer ou saisir dans une vente; aucun identifiant produit métier n’est créé.,LOW,,aubergine,A_REMAPPER,Claude renseigne CLAUDE_ID sans modifier PROVISIONAL_KEY; QA vérifie ensuite la correspondance métier.
PROVISIONAL_FRM_PRODUCT_10_OIGNON,,LEXICON,PRODUCT,Nom de produit à annoncer ou saisir dans une vente; aucun identifiant produit métier n’est créé.,LOW,,oignon,A_REMAPPER,Claude renseigne CLAUDE_ID sans modifier PROVISIONAL_KEY; QA vérifie ensuite la correspondance métier.
PROVISIONAL_FRM_PRODUCT_11_AIL,,LEXICON,PRODUCT,Nom de produit à annoncer ou saisir dans une vente; aucun identifiant produit métier n’est créé.,LOW,,ail,A_REMAPPER,Claude renseigne CLAUDE_ID sans modifier PROVISIONAL_KEY; QA vérifie ensuite la correspondance métier.
PROVISIONAL_FRM_PRODUCT_12_POISSON,,LEXICON,PRODUCT,Nom de produit à annoncer ou saisir dans une vente; aucun identifiant produit métier n’est créé.,LOW,,poisson,A_REMAPPER,Claude renseigne CLAUDE_ID sans modifier PROVISIONAL_KEY; QA vérifie ensuite la correspondance métier.
PROVISIONAL_FRM_PRODUCT_13_VIANDE,,LEXICON,PRODUCT,Nom de produit à annoncer ou saisir dans une vente; aucun identifiant produit métier n’est créé.,LOW,,viande,A_REMAPPER,Claude renseigne CLAUDE_ID sans modifier PROVISIONAL_KEY; QA vérifie ensuite la correspondance métier.
PROVISIONAL_FRM_PRODUCT_14_POULET,,LEXICON,PRODUCT,Nom de produit à annoncer ou saisir dans une vente; aucun identifiant produit métier n’est créé.,LOW,,poulet,A_REMAPPER,Claude renseigne CLAUDE_ID sans modifier PROVISIONAL_KEY; QA vérifie ensuite la correspondance métier.
PROVISIONAL_FRM_PRODUCT_15_HUILE,,LEXICON,PRODUCT,Nom de produit à annoncer ou saisir dans une vente; aucun identifiant produit métier n’est créé.,LOW,,huile,A_REMAPPER,Claude renseigne CLAUDE_ID sans modifier PROVISIONAL_KEY; QA vérifie ensuite la correspondance métier.
PROVISIONAL_FRM_PRODUCT_16_SEL,,LEXICON,PRODUCT,Nom de produit à annoncer ou saisir dans une vente; aucun identifiant produit métier n’est créé.,LOW,,sel,A_REMAPPER,Claude renseigne CLAUDE_ID sans modifier PROVISIONAL_KEY; QA vérifie ensuite la correspondance métier.
PROVISIONAL_FRM_PRODUCT_17_SUCRE,,LEXICON,PRODUCT,Nom de produit à annoncer ou saisir dans une vente; aucun identifiant produit métier n’est créé.,LOW,,sucre,A_REMAPPER,Claude renseigne CLAUDE_ID sans modifier PROVISIONAL_KEY; QA vérifie ensuite la correspondance métier.
PROVISIONAL_FRM_PRODUCT_18_RIZ,,LEXICON,PRODUCT,Nom de produit à annoncer ou saisir dans une vente; aucun identifiant produit métier n’est créé.,LOW,,riz,A_REMAPPER,Claude renseigne CLAUDE_ID sans modifier PROVISIONAL_KEY; QA vérifie ensuite la correspondance métier.
PROVISIONAL_FRM_PRODUCT_19_HARICOT,,LEXICON,PRODUCT,Nom de produit à annoncer ou saisir dans une vente; aucun identifiant produit métier n’est créé.,LOW,,haricot,A_REMAPPER,Claude renseigne CLAUDE_ID sans modifier PROVISIONAL_KEY; QA vérifie ensuite la correspondance métier.
PROVISIONAL_FRM_PRODUCT_20_MAIS,,LEXICON,PRODUCT,Nom de produit à annoncer ou saisir dans une vente; aucun identifiant produit métier n’est créé.,LOW,,maïs,A_REMAPPER,Claude renseigne CLAUDE_ID sans modifier PROVISIONAL_KEY; QA vérifie ensuite la correspondance métier.
PROVISIONAL_FRM_PRODUCT_21_FOUTOU,,LEXICON,PRODUCT,Nom de produit à annoncer ou saisir dans une vente; aucun identifiant produit métier n’est créé.,LOW,,foutou,A_REMAPPER,Claude renseigne CLAUDE_ID sans modifier PROVISIONAL_KEY; QA vérifie ensuite la correspondance métier.
PROVISIONAL_FRM_PRODUCT_22_ORANGE,,LEXICON,PRODUCT,Nom de produit à annoncer ou saisir dans une vente; aucun identifiant produit métier n’est créé.,LOW,,orange,A_REMAPPER,Claude renseigne CLAUDE_ID sans modifier PROVISIONAL_KEY; QA vérifie ensuite la correspondance métier.
PROVISIONAL_FRM_PRODUCT_23_SAVON,,LEXICON,PRODUCT,Nom de produit à annoncer ou saisir dans une vente; aucun identifiant produit métier n’est créé.,LOW,,savon,A_REMAPPER,Claude renseigne CLAUDE_ID sans modifier PROVISIONAL_KEY; QA vérifie ensuite la correspondance métier.
PROVISIONAL_FRM_PRODUCT_24_FARINE,,LEXICON,PRODUCT,Nom de produit à annoncer ou saisir dans une vente; aucun identifiant produit métier n’est créé.,LOW,,farine,A_REMAPPER,Claude renseigne CLAUDE_ID sans modifier PROVISIONAL_KEY; QA vérifie ensuite la correspondance métier.
PROVISIONAL_FRM_PRODUCT_25_JUS,,LEXICON,PRODUCT,Nom de produit à annoncer ou saisir dans une vente; aucun identifiant produit métier n’est créé.,LOW,,jus,A_REMAPPER,Claude renseigne CLAUDE_ID sans modifier PROVISIONAL_KEY; QA vérifie ensuite la correspondance métier.
PROVISIONAL_FRM_PRODUCT_26_LAIT,,LEXICON,PRODUCT,Nom de produit à annoncer ou saisir dans une vente; aucun identifiant produit métier n’est créé.,LOW,,lait,A_REMAPPER,Claude renseigne CLAUDE_ID sans modifier PROVISIONAL_KEY; QA vérifie ensuite la correspondance métier.
