PROVISIONAL_KEY,CLAUDE_ID,DIRECTION,CATEGORY,CONTEXT,MONEY_CRITICALITY,PLACEHOLDERS,FR_MARCHE,MAPPING_STATUS,MAPPING_NOTE
PROVISIONAL_FRM_NUMBER_067,lexique.nombres#67,LEXICON,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,,soixante-sept,COMPOSE_EN_FR,Aucun mot français direct : composé par notre analyseur (dizaine + unité). Une langue qui ne compose pas ainsi a besoin d'un mot propre ou d'une règle de composition.
PROVISIONAL_FRM_NUMBER_068,lexique.nombres#68,LEXICON,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,,soixante-huit,COMPOSE_EN_FR,Aucun mot français direct : composé par notre analyseur (dizaine + unité). Une langue qui ne compose pas ainsi a besoin d'un mot propre ou d'une règle de composition.
PROVISIONAL_FRM_NUMBER_069,lexique.nombres#69,LEXICON,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,,soixante-neuf,COMPOSE_EN_FR,Aucun mot français direct : composé par notre analyseur (dizaine + unité). Une langue qui ne compose pas ainsi a besoin d'un mot propre ou d'une règle de composition.
PROVISIONAL_FRM_NUMBER_070,lexique.nombres.mots#70,LEXICON,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,,soixante-dix,MAPPE,Mot français direct : « soixante-dix ».
PROVISIONAL_FRM_NUMBER_071,lexique.nombres.mots#71,LEXICON,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,,soixante et onze,MAPPE,Mot français direct : « soixante-et-onze ».
PROVISIONAL_FRM_NUMBER_072,lexique.nombres.mots#72,LEXICON,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,,soixante-douze,MAPPE,Mot français direct : « soixante-douze ».
PROVISIONAL_FRM_NUMBER_073,lexique.nombres.mots#73,LEXICON,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,,soixante-treize,MAPPE,Mot français direct : « soixante-treize ».
PROVISIONAL_FRM_NUMBER_074,lexique.nombres.mots#74,LEXICON,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,,soixante-quatorze,MAPPE,Mot français direct : « soixante-quatorze ».
PROVISIONAL_FRM_NUMBER_075,lexique.nombres.mots#75,LEXICON,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,,soixante-quinze,MAPPE,Mot français direct : « soixante-quinze ».
PROVISIONAL_FRM_NUMBER_076,lexique.nombres.mots#76,LEXICON,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,,soixante-seize,MAPPE,Mot français direct : « soixante-seize ».
PROVISIONAL_FRM_NUMBER_077,lexique.nombres.mots#77,LEXICON,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,,soixante-dix-sept,MAPPE,Mot français direct : « soixante-dix-sept ».
PROVISIONAL_FRM_NUMBER_078,lexique.nombres.mots#78,LEXICON,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,,soixante-dix-huit,MAPPE,Mot français direct : « soixante-dix-huit ».
PROVISIONAL_FRM_NUMBER_079,lexique.nombres.mots#79,LEXICON,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,,soixante-dix-neuf,MAPPE,Mot français direct : « soixante-dix-neuf ».
PROVISIONAL_FRM_NUMBER_080,lexique.nombres.mots#80,LEXICON,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,,quatre-vingts,MAPPE,Mot français direct : « quatre-vingts ».
PROVISIONAL_FRM_NUMBER_081,lexique.nombres.mots#81,LEXICON,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,,quatre-vingt-un,MAPPE,Mot français direct : « quatre-vingt-un ».
PROVISIONAL_FRM_NUMBER_082,lexique.nombres.mots#82,LEXICON,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,,quatre-vingt-deux,MAPPE,Mot français direct : « quatre-vingt-deux ».
PROVISIONAL_FRM_NUMBER_083,lexique.nombres.mots#83,LEXICON,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,,quatre-vingt-trois,MAPPE,Mot français direct : « quatre-vingt-trois ».
PROVISIONAL_FRM_NUMBER_084,lexique.nombres.mots#84,LEXICON,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,,quatre-vingt-quatre,MAPPE,Mot français direct : « quatre-vingt-quatre ».
PROVISIONAL_FRM_NUMBER_085,lexique.nombres.mots#85,LEXICON,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,,quatre-vingt-cinq,MAPPE,Mot français direct : « quatre-vingt-cinq ».
PROVISIONAL_FRM_NUMBER_086,lexique.nombres.mots#86,LEXICON,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,,quatre-vingt-six,MAPPE,Mot français direct : « quatre-vingt-six ».
PROVISIONAL_FRM_NUMBER_087,lexique.nombres.mots#87,LEXICON,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,,quatre-vingt-sept,MAPPE,Mot français direct : « quatre-vingt-sept ».
PROVISIONAL_FRM_NUMBER_088,lexique.nombres.mots#88,LEXICON,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,,quatre-vingt-huit,MAPPE,Mot français direct : « quatre-vingt-huit ».
PROVISIONAL_FRM_NUMBER_089,lexique.nombres.mots#89,LEXICON,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,,quatre-vingt-neuf,MAPPE,Mot français direct : « quatre-vingt-neuf ».
PROVISIONAL_FRM_NUMBER_090,lexique.nombres.mots#90,LEXICON,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,,quatre-vingt-dix,MAPPE,Mot français direct : « quatre-vingt-dix ».
PROVISIONAL_FRM_NUMBER_091,lexique.nombres.mots#91,LEXICON,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,,quatre-vingt-onze,MAPPE,Mot français direct : « quatre-vingt-onze ».
PROVISIONAL_FRM_NUMBER_092,lexique.nombres.mots#92,LEXICON,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,,quatre-vingt-douze,MAPPE,Mot français direct : « quatre-vingt-douze ».
PROVISIONAL_FRM_NUMBER_093,lexique.nombres.mots#93,LEXICON,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,,quatre-vingt-treize,MAPPE,Mot français direct : « quatre-vingt-treize ».
PROVISIONAL_FRM_NUMBER_094,lexique.nombres.mots#94,LEXICON,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,,quatre-vingt-quatorze,MAPPE,Mot français direct : « quatre-vingt-quatorze ».
PROVISIONAL_FRM_NUMBER_095,lexique.nombres.mots#95,LEXICON,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,,quatre-vingt-quinze,MAPPE,Mot français direct : « quatre-vingt-quinze ».
PROVISIONAL_FRM_NUMBER_096,lexique.nombres.mots#96,LEXICON,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,,quatre-vingt-seize,MAPPE,Mot français direct : « quatre-vingt-seize ».
PROVISIONAL_FRM_NUMBER_097,lexique.nombres.mots#97,LEXICON,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,,quatre-vingt-dix-sept,MAPPE,Mot français direct : « quatre-vingt-dix-sept ».
PROVISIONAL_FRM_NUMBER_098,lexique.nombres.mots#98,LEXICON,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,,quatre-vingt-dix-huit,MAPPE,Mot français direct : « quatre-vingt-dix-huit ».
PROVISIONAL_FRM_NUMBER_099,lexique.nombres.mots#99,LEXICON,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,,quatre-vingt-dix-neuf,MAPPE,Mot français direct : « quatre-vingt-dix-neuf ».
PROVISIONAL_FRM_NUMBER_100,lexique.nombres.echelles.cent,LEXICON,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,,cent,MAPPE,"Échelle, pas un mot de la table des nombres."
PROVISIONAL_FRM_NUMBER_HUNDRED_200,lexique.nombres#200,LEXICON,NUMBER_HUNDREDS,Lecture isolée d’une centaine ou de mille; l’unité et le contexte doivent être ajoutés.,MEDIUM,,deux cents,COMPOSE_EN_FR,"Aucun mot français direct : composé par notre analyseur (2 + « cents », lexique.nombres.echelles.cents). Une langue qui ne compose pas ainsi a besoin d'un mot propre ou d'une règle de composition."
PROVISIONAL_FRM_NUMBER_HUNDRED_300,lexique.nombres#300,LEXICON,NUMBER_HUNDREDS,Lecture isolée d’une centaine ou de mille; l’unité et le contexte doivent être ajoutés.,MEDIUM,,trois cents,COMPOSE_EN_FR,"Aucun mot français direct : composé par notre analyseur (3 + « cents », lexique.nombres.echelles.cents). Une langue qui ne compose pas ainsi a besoin d'un mot propre ou d'une règle de composition."
PROVISIONAL_FRM_NUMBER_HUNDRED_400,lexique.nombres#400,LEXICON,NUMBER_HUNDREDS,Lecture isolée d’une centaine ou de mille; l’unité et le contexte doivent être ajoutés.,MEDIUM,,quatre cents,COMPOSE_EN_FR,"Aucun mot français direct : composé par notre analyseur (4 + « cents », lexique.nombres.echelles.cents). Une langue qui ne compose pas ainsi a besoin d'un mot propre ou d'une règle de composition."
PROVISIONAL_FRM_NUMBER_HUNDRED_500,lexique.nombres#500,LEXICON,NUMBER_HUNDREDS,Lecture isolée d’une centaine ou de mille; l’unité et le contexte doivent être ajoutés.,MEDIUM,,cinq cents,COMPOSE_EN_FR,"Aucun mot français direct : composé par notre analyseur (5 + « cents », lexique.nombres.echelles.cents). Une langue qui ne compose pas ainsi a besoin d'un mot propre ou d'une règle de composition."
PROVISIONAL_FRM_NUMBER_HUNDRED_600,lexique.nombres#600,LEXICON,NUMBER_HUNDREDS,Lecture isolée d’une centaine ou de mille; l’unité et le contexte doivent être ajoutés.,MEDIUM,,six cents,COMPOSE_EN_FR,"Aucun mot français direct : composé par notre analyseur (6 + « cents », lexique.nombres.echelles.cents). Une langue qui ne compose pas ainsi a besoin d'un mot propre ou d'une règle de composition."
PROVISIONAL_FRM_NUMBER_HUNDRED_700,lexique.nombres#700,LEXICON,NUMBER_HUNDREDS,Lecture isolée d’une centaine ou de mille; l’unité et le contexte doivent être ajoutés.,MEDIUM,,sept cents,COMPOSE_EN_FR,"Aucun mot français direct : composé par notre analyseur (7 + « cents », lexique.nombres.echelles.cents). Une langue qui ne compose pas ainsi a besoin d'un mot propre ou d'une règle de composition."
PROVISIONAL_FRM_NUMBER_HUNDRED_800,lexique.nombres#800,LEXICON,NUMBER_HUNDREDS,Lecture isolée d’une centaine ou de mille; l’unité et le contexte doivent être ajoutés.,MEDIUM,,huit cents,COMPOSE_EN_FR,"Aucun mot français direct : composé par notre analyseur (8 + « cents », lexique.nombres.echelles.cents). Une langue qui ne compose pas ainsi a besoin d'un mot propre ou d'une règle de composition."
PROVISIONAL_FRM_NUMBER_HUNDRED_900,lexique.nombres#900,LEXICON,NUMBER_HUNDREDS,Lecture isolée d’une centaine ou de mille; l’unité et le contexte doivent être ajoutés.,MEDIUM,,neuf cents,COMPOSE_EN_FR,"Aucun mot français direct : composé par notre analyseur (9 + « cents », lexique.nombres.echelles.cents). Une langue qui ne compose pas ainsi a besoin d'un mot propre ou d'une règle de composition."
PROVISIONAL_FRM_NUMBER_THOUSAND_1000,lexique.nombres.echelles.mille,LEXICON,NUMBER_THOUSAND,Lecture isolée d’une centaine ou de mille; l’unité et le contexte doivent être ajoutés.,MEDIUM,,mille,MAPPE,"Échelle, pas un mot de la table des nombres."
PROVISIONAL_FRM_UNIT_01_UNITE,lexique.unites.unité,LEXICON,UNIT,Unité de vente orale.,LOW,,à l’unité,MAPPE,Graphie canonique « unité ». La tournure dite (« à l'unité ») est lexique.unitesDites['unité'].
PROVISIONAL_FRM_UNIT_02_TAS,lexique.unites.tas,LEXICON,UNIT,Unité de vente orale.,LOW,,tas,MAPPE,"Correspondance directe, sans réserve."
PROVISIONAL_FRM_UNIT_03_SAC,lexique.unites.sac,LEXICON,UNIT,Unité de vente orale.,LOW,,sac,MAPPE,"Correspondance directe, sans réserve."
PROVISIONAL_FRM_UNIT_04_KILO,lexique.unites.kg,LEXICON,UNIT,Unité de vente orale.,LOW,,kilo,MAPPE,"Canonique « kg » ; « kilo », « kilos », « kilogramme » en sont des graphies."
PROVISIONAL_FRM_UNIT_05_BOTTE,,LEXICON,UNIT,Unité de vente orale.,LOW,,botte,HORS_TABLE,Absente de GRAPHIES_CANONIQUES : aujourd'hui gardée telle qu'elle est dite. Entrée à créer si l'unité est retenue.
PROVISIONAL_FRM_UNIT_06_BIDON,,LEXICON,UNIT,Unité de vente orale.,LOW,,bidon,HORS_TABLE,Absente de GRAPHIES_CANONIQUES ; entrée à créer si l'unité est retenue.
PROVISIONAL_FRM_UNIT_07_SACHET,,LEXICON,UNIT,Unité de vente orale.,LOW,,sachet,HORS_TABLE,Absente de GRAPHIES_CANONIQUES ; entrée à créer si l'unité est retenue.
PROVISIONAL_FRM_UNIT_08_PAQUET,,LEXICON,UNIT,Unité de vente orale.,LOW,,paquet,HORS_TABLE,Absente de GRAPHIES_CANONIQUES ; entrée à créer si l'unité est retenue.
PROVISIONAL_FRM_UNIT_09_MORCEAU,lexique.unites.morceau,LEXICON,UNIT,Unité de vente orale.,LOW,,morceau,MAPPE,"Correspondance directe, sans réserve."
PROVISIONAL_FRM_UNIT_10_LITRE,lexique.unites.litre,LEXICON,UNIT,Unité de vente orale.,LOW,,litre,MAPPE,"Correspondance directe, sans réserve."
PROVISIONAL_FRM_UNIT_11_REGIME,lexique.unites.régime,LEXICON,UNIT,Unité de vente orale.,LOW,,régime,MAPPE,"Correspondance directe, sans réserve."
PROVISIONAL_FRM_UNIT_12_CARTON,,LEXICON,UNIT,Unité de vente orale.,LOW,,carton,HORS_TABLE,Absente de GRAPHIES_CANONIQUES ; entrée à créer si l'unité est retenue.
PROVISIONAL_FRM_UNIT_13_CAISSE,,LEXICON,UNIT,Unité de vente orale.,LOW,,caisse,HORS_TABLE,Absente de GRAPHIES_CANONIQUES. Attention : « caisse » désigne aussi le module d'encaissement ; homonymie à trancher avant toute entrée.
PROVISIONAL_FRM_UNIT_14_BOUTEILLE,,LEXICON,UNIT,Unité de vente orale.,LOW,,bouteille,HORS_TABLE,Absente de GRAPHIES_CANONIQUES ; entrée à créer si l'unité est retenue.
PROVISIONAL_FRM_UNIT_15_PANIER,,LEXICON,UNIT,Unité de vente orale.,LOW,,panier,HORS_TABLE,Absente de GRAPHIES_CANONIQUES. Attention : « panier » désigne aussi le panier de vente ; homonymie à trancher.
PROVISIONAL_FRM_UNIT_16_FRANC,lexique.monnaie.parlee,LEXICON,UNIT,Dénomination monétaire orale; à associer à un nombre et au contexte.,HIGH,,franc,MAPPE,Ce n'est pas une unité de mesure mais la devise dite ; variable implicite {devise}.
PROVISIONAL_FRM_UNIT_17_FCFA,lexique.monnaie.symbole,LEXICON,UNIT,Dénomination monétaire orale; à associer à un nombre et au contexte.,HIGH,,franc CFA,MAPPE,Symbole de la devise ; variable implicite {symboleDevise}.
PROVISIONAL_FRM_PRODUCT_01_TOMATE,lexique.produits.tomate,LEXICON,PRODUCT,Nom de produit à annoncer ou saisir dans une vente; aucun identifiant produit métier n’est créé.,LOW,,tomate,MAPPE,"Correspondance directe, sans réserve."
PROVISIONAL_FRM_PRODUCT_02_PIMENT,lexique.produits.piment,LEXICON,PRODUCT,Nom de produit à annoncer ou saisir dans une vente; aucun identifiant produit métier n’est créé.,LOW,,piment,MAPPE,"Correspondance directe, sans réserve."
PROVISIONAL_FRM_PRODUCT_03_GOMBO,lexique.produits.gombo,LEXICON,PRODUCT,Nom de produit à annoncer ou saisir dans une vente; aucun identifiant produit métier n’est créé.,LOW,,gombo,MAPPE,"Correspondance directe, sans réserve."
PROVISIONAL_FRM_PRODUCT_04_ATTIEKE,lexique.produits.attiéké,LEXICON,PRODUCT,Nom de produit à annoncer ou saisir dans une vente; aucun identifiant produit métier n’est créé.,LOW,,attiéké,MAPPE,"Correspondance directe, sans réserve."
PROVISIONAL_FRM_PRODUCT_05_BANANE,lexique.produits.banane,LEXICON,PRODUCT,Nom de produit à annoncer ou saisir dans une vente; aucun identifiant produit métier n’est créé.,LOW,,banane,MAPPE,"Correspondance directe, sans réserve."
PROVISIONAL_FRM_PRODUCT_06_PLANTAIN,lexique.produits.banane plantain,LEXICON,PRODUCT,Nom de produit à annoncer ou saisir dans une vente; aucun identifiant produit métier n’est créé.,LOW,,plantain,MAPPE,Canonique « banane plantain » ; « plantain » en est une forme. Distinct de PRODUCT_05 (« banane »).
PROVISIONAL_FRM_PRODUCT_07_IGNAME,lexique.produits.igname,LEXICON,PRODUCT,Nom de produit à annoncer ou saisir dans une vente; aucun identifiant produit métier n’est créé.,LOW,,igname,MAPPE,"Correspondance directe, sans réserve."
PROVISIONAL_FRM_PRODUCT_08_MANIOC,lexique.produits.manioc,LEXICON,PRODUCT,Nom de produit à annoncer ou saisir dans une vente; aucun identifiant produit métier n’est créé.,LOW,,manioc,MAPPE,"Correspondance directe, sans réserve."
PROVISIONAL_FRM_PRODUCT_09_AUBERGINE,lexique.produits.aubergine,LEXICON,PRODUCT,Nom de produit à annoncer ou saisir dans une vente; aucun identifiant produit métier n’est créé.,LOW,,aubergine,MAPPE,"Correspondance directe, sans réserve."
PROVISIONAL_FRM_PRODUCT_10_OIGNON,lexique.produits.oignon,LEXICON,PRODUCT,Nom de produit à annoncer ou saisir dans une vente; aucun identifiant produit métier n’est créé.,LOW,,oignon,MAPPE,"Correspondance directe, sans réserve."
PROVISIONAL_FRM_PRODUCT_11_AIL,lexique.produits.ail,LEXICON,PRODUCT,Nom de produit à annoncer ou saisir dans une vente; aucun identifiant produit métier n’est créé.,LOW,,ail,MAPPE,"Correspondance directe, sans réserve."
PROVISIONAL_FRM_PRODUCT_12_POISSON,lexique.produits.poisson,LEXICON,PRODUCT,Nom de produit à annoncer ou saisir dans une vente; aucun identifiant produit métier n’est créé.,LOW,,poisson,MAPPE,"Correspondance directe, sans réserve."
PROVISIONAL_FRM_PRODUCT_13_VIANDE,lexique.produits.viande,LEXICON,PRODUCT,Nom de produit à annoncer ou saisir dans une vente; aucun identifiant produit métier n’est créé.,LOW,,viande,MAPPE,"Correspondance directe, sans réserve."
PROVISIONAL_FRM_PRODUCT_14_POULET,lexique.produits.poulet,LEXICON,PRODUCT,Nom de produit à annoncer ou saisir dans une vente; aucun identifiant produit métier n’est créé.,LOW,,poulet,MAPPE,"Correspondance directe, sans réserve."
PROVISIONAL_FRM_PRODUCT_15_HUILE,lexique.produits.huile,LEXICON,PRODUCT,Nom de produit à annoncer ou saisir dans une vente; aucun identifiant produit métier n’est créé.,LOW,,huile,MAPPE,"Correspondance directe, sans réserve."
PROVISIONAL_FRM_PRODUCT_16_SEL,lexique.produits.sel,LEXICON,PRODUCT,Nom de produit à annoncer ou saisir dans une vente; aucun identifiant produit métier n’est créé.,LOW,,sel,MAPPE,"Correspondance directe, sans réserve."
PROVISIONAL_FRM_PRODUCT_17_SUCRE,lexique.produits.sucre,LEXICON,PRODUCT,Nom de produit à annoncer ou saisir dans une vente; aucun identifiant produit métier n’est créé.,LOW,,sucre,MAPPE,"Correspondance directe, sans réserve."
PROVISIONAL_FRM_PRODUCT_18_RIZ,lexique.produits.riz,LEXICON,PRODUCT,Nom de produit à annoncer ou saisir dans une vente; aucun identifiant produit métier n’est créé.,LOW,,riz,MAPPE,"Correspondance directe, sans réserve."
PROVISIONAL_FRM_PRODUCT_19_HARICOT,lexique.produits.haricot,LEXICON,PRODUCT,Nom de produit à annoncer ou saisir dans une vente; aucun identifiant produit métier n’est créé.,LOW,,haricot,MAPPE,"Correspondance directe, sans réserve."
PROVISIONAL_FRM_PRODUCT_20_MAIS,lexique.produits.maïs,LEXICON,PRODUCT,Nom de produit à annoncer ou saisir dans une vente; aucun identifiant produit métier n’est créé.,LOW,,maïs,MAPPE,"Correspondance directe, sans réserve."
PROVISIONAL_FRM_PRODUCT_21_FOUTOU,lexique.produits.foutou,LEXICON,PRODUCT,Nom de produit à annoncer ou saisir dans une vente; aucun identifiant produit métier n’est créé.,LOW,,foutou,MAPPE,"Correspondance directe, sans réserve."
PROVISIONAL_FRM_PRODUCT_22_ORANGE,lexique.produits.orange,LEXICON,PRODUCT,Nom de produit à annoncer ou saisir dans une vente; aucun identifiant produit métier n’est créé.,LOW,,orange,MAPPE,"Correspondance directe, sans réserve."
PROVISIONAL_FRM_PRODUCT_23_SAVON,lexique.produits.savon,LEXICON,PRODUCT,Nom de produit à annoncer ou saisir dans une vente; aucun identifiant produit métier n’est créé.,LOW,,savon,MAPPE,"Correspondance directe, sans réserve."
PROVISIONAL_FRM_PRODUCT_24_FARINE,lexique.produits.farine,LEXICON,PRODUCT,Nom de produit à annoncer ou saisir dans une vente; aucun identifiant produit métier n’est créé.,LOW,,farine,MAPPE,"Correspondance directe, sans réserve."
PROVISIONAL_FRM_PRODUCT_25_JUS,lexique.produits.jus,LEXICON,PRODUCT,Nom de produit à annoncer ou saisir dans une vente; aucun identifiant produit métier n’est créé.,LOW,,jus,MAPPE,"Correspondance directe, sans réserve."
PROVISIONAL_FRM_PRODUCT_26_LAIT,lexique.produits.lait,LEXICON,PRODUCT,Nom de produit à annoncer ou saisir dans une vente; aucun identifiant produit métier n’est créé.,LOW,,lait,MAPPE,"Correspondance directe, sans réserve."
