ID,TYPE,DOMAINE,CRITIQUE_ARGENT,OWNER,FR_ACTUEL,FR_MARCHE,VARIABLES,VARIABLES_IMPLICITES,FR_STT_VARIANTS,DIOULA,BAOULE,AGNI,BETE,ADIOUKROU,EBRIE,ATTIE,ABOURE,SENOUFO_VARIANTE,WE,DAN,ABRON,KOULANGO,LOBI,DIDA,GOURO,AVIKAM,ABIDJI,ALLADIAN,STATUT_LINGUISTIQUE,AUDIO_STATUS,STATUT_INTEGRATION,SOURCE,NOTES
STOCK_010,TTS_OUTPUT,stock,non,manus,Tous tes stocks sont bons,,,,,,,,,,,,,,,,,,,,,,,,field_validated,,a_migrer,components/marchand/GestionStock.tsx:404,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
STOCK_011,TTS_OUTPUT,stock,non,manus,{low} produits en stock bas : {join},,low join,,,,,,,,,,,,,,,,,,,,,,field_validated,,a_migrer,components/marchand/GestionStock.tsx:404,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
STOCK_012,TTS_OUTPUT,stock,OUI,manus,La valeur totale est {val} francs,,val,,,,,,,,,,,,,,,,,,,,,,field_validated,,a_migrer,components/marchand/GestionStock.tsx:407,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
STOCK_013,TTS_OUTPUT,stock,OUI,manus,Le prix de vente n'est pas bon. Redis le prix.,,,,,,,,,,,,,,,,,,,,,,,,field_validated,,a_migrer,components/marchand/GestionStock.tsx:467,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
STOCK_014,TTS_OUTPUT,stock,non,manus,La quantité n'est pas bonne.,,,,,,,,,,,,,,,,,,,,,,,,field_validated,,a_migrer,components/marchand/GestionStock.tsx:468,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
STOCK_015,TTS_OUTPUT,stock,OUI,manus,Tu n'as pas mis le prix d'achat. On ne pourra pas calculer ton bénéfice.,,,,,,,,,,,,,,,,,,,,,,,,field_validated,,a_migrer,components/marchand/GestionStock.tsx:474,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
STOCK_016,TTS_OUTPUT,stock,non,manus,{quantity} {unit} de {name} ajouté au stock,,quantity unit name,,,,,,,,,,,,,,,,,,,,,,field_validated,,a_migrer,components/marchand/GestionStock.tsx:480,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
STOCK_017,TTS_OUTPUT,stock,non,manus,C'est mis à jour.,,,,,,,,,,,,,,,,,,,,,,,,field_validated,,a_migrer,components/marchand/GestionStock.tsx:495,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
STOCK_018,TTS_OUTPUT,stock,non,manus,{reappNum} {unit} de {name} ajoutés. Stock à {newQty} {unit},,reappNum unit name newQty,,,,,,,,,,,,,,,,,,,,,,field_validated,,a_migrer,components/marchand/GestionStock.tsx:515,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
STOCK_019,TTS_OUTPUT,stock,non,manus,{name} supprimé,,name,,,,,,,,,,,,,,,,,,,,,,field_validated,,a_migrer,components/marchand/GestionStock.tsx:544,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
STOCK_020,TTS_OUTPUT,stock,non,manus,Ça n'a pas marché. Le produit n'est pas supprimé.,,,,,,,,,,,,,,,,,,,,,,,,field_validated,,a_migrer,components/marchand/GestionStock.tsx:552,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
STOCK_021,TTS_OUTPUT,stock,non,manus,{name} mis à jour,,name,,,,,,,,,,,,,,,,,,,,,,field_validated,,a_migrer,components/marchand/GestionStock.tsx:598,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
STOCK_022,TTS_OUTPUT,stock,non,manus,"Ça n'a pas été enregistré. Réessaie, s'il te plaît.",,,,,,,,,,,,,,,,,,,,,,,,field_validated,,a_migrer,components/marchand/GestionStock.tsx:602,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
STOCK_023,TTS_OUTPUT,stock,non,manus,Nom du produit,,,,,,,,,,,,,,,,,,,,,,,,field_validated,,a_migrer,components/marchand/GestionStock.tsx:860,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
STOCK_024,TTS_OUTPUT,stock,OUI,manus,Prix de vente,,,,,,,,,,,,,,,,,,,,,,,,field_validated,,a_migrer,components/marchand/GestionStock.tsx:897,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
STOCK_025,TTS_OUTPUT,stock,non,manus,Plus de détails,,,,,,,,,,,,,,,,,,,,,,,,field_validated,,a_migrer,components/marchand/GestionStock.tsx:904,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
STOCK_026,TTS_OUTPUT,stock,non,manus,Moins de détails,,,,,,,,,,,,,,,,,,,,,,,,field_validated,,a_migrer,components/marchand/GestionStock.tsx:904,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
STOCK_027,TTS_OUTPUT,stock,OUI,manus,"Prix d'achat, facultatif",,,,,,,,,,,,,,,,,,,,,,,,field_validated,,a_migrer,components/marchand/GestionStock.tsx:912,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
MARCHAND_003,TTS_OUTPUT,marchand_autre,non,manus,Mode soleil : tout est plus grand.,,,,,,,,,,,,,,,,,,,,,,,,field_validated,,a_migrer,components/marchand/MarchandAccueilVoice.tsx:42,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
MARCHAND_004,TTS_OUTPUT,marchand_autre,non,manus,Mode normal.,,,,,,,,,,,,,,,,,,,,,,,,field_validated,,a_migrer,components/marchand/MarchandAccueilVoice.tsx:42,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
MARCHAND_005,TTS_OUTPUT,marchand_autre,OUI,manus,Ta caisse : {FR} francs,,FR,,,,,,,,,,,,,,,,,,,,,,field_validated,,a_migrer,components/marchand/MarchandAccueilVoice.tsx:65,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
DEPENSE_002,TTS_OUTPUT,depense,OUI,manus,Aujourd'hui tu as dépensé {kpiToday} francs.,,kpiToday,,,,,,,,,,,,,,,,,,,,,,field_validated,,a_migrer,components/marchand/MarchandDepenses.tsx:206 ; components/marchand/MarchandDepenses.tsx:211,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
DEPENSE_003,TTS_OUTPUT,depense,non,manus,Tu n'as pas encore de dépense aujourd'hui.,,,,,,,,,,,,,,,,,,,,,,,,field_validated,,a_migrer,components/marchand/MarchandDepenses.tsx:206 ; components/marchand/MarchandDepenses.tsx:211,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
MARCHAND_006,TTS_OUTPUT,marchand_autre,OUI,manus,{montant} Francs CFA ajoutés. Total : {newValue} Francs CFA,,montant newValue,,,,,,,,,,,,,,,,,,,,,,field_validated,,a_migrer,components/marchand/MarchandModals.tsx:330 ; components/marchand/MarchandModals.tsx:338 ; components/marchand/MarchandModals.tsx:457 ; +1,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
MARCHAND_007,TTS_OUTPUT,marchand_autre,OUI,manus,Ta journée est ouverte avec {montant} Francs CFA,,montant,,,,,,,,,,,,,,,,,,,,,,field_validated,,a_migrer,components/marchand/MarchandModals.tsx:369,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
MARCHAND_008,TTS_OUTPUT,marchand_autre,OUI,manus,Ton fond de caisse est maintenant de {montant} Francs CFA,,montant,,,,,,,,,,,,,,,,,,,,,,field_validated,,a_migrer,components/marchand/MarchandModals.tsx:474,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
MARCHAND_009,TTS_OUTPUT,marchand_autre,OUI,manus,"Compte l'argent de ta boîte, puis entre le montant que tu as trouvé.",,,,,,,,,,,,,,,,,,,,,,,,field_validated,,a_migrer,components/marchand/MarchandModals.tsx:567,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
MARCHAND_010,TTS_OUTPUT,marchand_autre,OUI,manus,Contre-offre acceptée : {prixContreOffre} FCFA/{unite},,prixContreOffre unite,,,,,,,,,,,,,,,,,,,,,,field_validated,,a_migrer,components/marchand/MesCommandes.tsx:214,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
MARCHAND_011,TTS_OUTPUT,marchand_autre,non,manus,Erreur : {message},,message,,,,,,,,,,,,,,,,,,,,,,field_validated,,a_migrer,components/marchand/MesCommandes.tsx:219 ; components/marchand/MesCommandes.tsx:233 ; components/producteur/CommandesProducteurPage.tsx:318 ; +9,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
AUTH_015,TTS_OUTPUT,auth,non,manus,Code correct. Action confirmée,,,,,,,,,,,,,,,,,,,,,,,,field_validated,,a_migrer,components/marchand/PinConfirmModal.tsx:73,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
AUTH_016,TTS_OUTPUT,auth,non,manus,Code incorrect. {attempts} tentative(s) restante(s),,attempts,,,,,,,,,,,,,,,,,,,,,,field_validated,,a_migrer,components/marchand/PinConfirmModal.tsx:83,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
AUTH_017,TTS_OUTPUT,auth,non,manus,"Version {version}, {build}",,version build,,,,,,,,,,,,,,,,,,,,,,field_validated,,a_migrer,components/auth/LoginPassword.tsx:1575,"Diagnostic : la version de l'application, dite au toucher du pied de page (recette). — Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
MARCHAND_012,TTS_OUTPUT,marchand_autre,non,manus,Tu as reçu le pot de la tontine,,,,,,,,,,,,,,,,,,,,,,,,field_validated,,a_migrer,components/marchand/TontineDetail.tsx:80,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
MARCHAND_013,TTS_OUTPUT,marchand_autre,non,manus,"Cotisation enregistrée, le pot a été distribué",,,,,,,,,,,,,,,,,,,,,,,,field_validated,,a_migrer,components/marchand/TontineDetail.tsx:80,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
MARCHAND_014,TTS_OUTPUT,marchand_autre,non,manus,Cotisation enregistrée,,,,,,,,,,,,,,,,,,,,,,,,field_validated,,a_migrer,components/marchand/TontineDetail.tsx:83,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
MARCHAND_015,TTS_OUTPUT,marchand_autre,non,manus,Tontine créée. Chaque membre peut maintenant cotiser.,,,,,,,,,,,,,,,,,,,,,,,,field_validated,,a_migrer,components/marchand/Tontines.tsx:135,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
MARCHAND_016,TTS_OUTPUT,marchand_autre,non,manus,Je n'ai pas pu annuler cette vente.,,,,,,,,,,,,,,,,,,,,,,,,field_validated,,a_migrer,components/marchand/VentesPassees.tsx:100,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
MARCHAND_017,TTS_OUTPUT,marchand_autre,OUI,manus,"{productName} : {montant} francs{texteMarge}, le {quand}.",,productName montant texteMarge quand,,,,,,,,,,,,,,,,,,,,,,field_validated,,a_migrer,components/marchand/VentesPassees.tsx:121,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
MARCHAND_018,TTS_OUTPUT,marchand_autre,OUI,manus,"Tu as vendu {totalVentes} francs en tout, sur {totalCount} vente{s}.",,totalVentes totalCount s,,,,,,,,,,,,,,,,,,,,,,field_validated,,a_migrer,components/marchand/VentesPassees.tsx:372,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
MARCHAND_019,TTS_OUTPUT,marchand_autre,non,manus,Tu n'as pas encore de vente.,,,,,,,,,,,,,,,,,,,,,,,,field_validated,,a_migrer,components/marchand/VentesPassees.tsx:372 ; components/marchand/VentesPassees.tsx:378,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
MARCHAND_020,TTS_OUTPUT,marchand_autre,OUI,manus,"Tu as vendu {totalVentes} francs, sur {totalCount} vente{s}.",,totalVentes totalCount s,,,,,,,,,,,,,,,,,,,,,,field_validated,,a_migrer,components/marchand/VentesPassees.tsx:378,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
MARCHAND_021,TTS_OUTPUT,marchand_autre,OUI,manus,C'est bien payé ? Touche encore pour confirmer.,,,,,,,,,,,,,,,,,,,,,,,,field_validated,,a_migrer,components/marchand/VentesPassees.tsx:683,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
MARCHAND_022,TTS_OUTPUT,marchand_autre,non,manus,Veux-tu vraiment annuler cette vente ? Le stock sera rendu.,,,,,,,,,,,,,,,,,,,,,,,,field_validated,,a_migrer,components/marchand/VentesPassees.tsx:80,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
MARCHAND_023,TTS_OUTPUT,marchand_autre,non,manus,Vente annulée. Le stock a été rendu.,,,,,,,,,,,,,,,,,,,,,,,,field_validated,,a_migrer,components/marchand/VentesPassees.tsx:97,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
MARCHE_001,TTS_OUTPUT,marketplace,OUI,manus,"{productName}, {quantity} kilogrammes à {price} francs CFA le kilo. Vendeur: {sellerName}, score {sellerScore} sur 100",,productName quantity price sellerName sellerScore,,,,,,,,,,,,,,,,,,,,,,field_validated,,a_migrer,components/marketplace/Marketplace.tsx:71,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
PROD_001,TTS_OUTPUT,producteur,non,manus,Impossible de marquer comme livrée,,,,,,,,,,,,,,,,,,,,,,,,field_validated,,a_migrer,components/producteur/CommandesProducteurPage.tsx:1550,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
PROD_002,TTS_OUTPUT,producteur,OUI,manus,Paiement encaissé ! L'argent est dans ton Keiwa.,,,,,,,,,,,,,,,,,,,,,,,,field_validated,,a_migrer,components/producteur/CommandesProducteurPage.tsx:2428,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
PROD_003,TTS_OUTPUT,producteur,OUI,manus,Commande de {acheteurId} acceptée. Le marchand va maintenant payer.,,acheteurId,,,,,,,,,,,,,,,,,,,,,,field_validated,,a_migrer,components/producteur/CommandesProducteurPage.tsx:314,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
PROD_004,TTS_OUTPUT,producteur,OUI,manus,Contre-proposition de {nouveauPrix} FCFA envoyée au marchand.,,nouveauPrix,,,,,,,,,,,,,,,,,,,,,,field_validated,,a_migrer,components/producteur/CommandesProducteurPage.tsx:344,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
PROD_005,TTS_OUTPUT,producteur,non,manus,Commande mise à jour : {statut},,statut,,,,,,,,,,,,,,,,,,,,,,field_validated,,a_migrer,components/producteur/CommandesProducteurPage.tsx:512,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
PROD_006,TTS_OUTPUT,producteur,non,manus,Impossible de mettre à jour la commande,,,,,,,,,,,,,,,,,,,,,,,,field_validated,,a_migrer,components/producteur/CommandesProducteurPage.tsx:516,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
PROD_007,TTS_OUTPUT,producteur,non,manus,Commande de {produit} ajoutée,,produit,,,,,,,,,,,,,,,,,,,,,,field_validated,,a_migrer,components/producteur/CommandesProducteurPage.tsx:602,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
PROD_008,TTS_OUTPUT,producteur,non,manus,Impossible d'ajouter la commande,,,,,,,,,,,,,,,,,,,,,,,,field_validated,,a_migrer,components/producteur/CommandesProducteurPage.tsx:609,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
PROD_009,TTS_OUTPUT,producteur,non,manus,Demande de {acheteurId} pour {produit},,acheteurId produit,,,,,,,,,,,,,,,,,,,,,,field_validated,,a_migrer,components/producteur/CommandesProducteurPage.tsx:775,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
PROD_010,TTS_OUTPUT,producteur,non,manus,{mois} mois,,mois,,,,,,,,,,,,,,,,,,,,,,field_validated,,a_migrer,components/producteur/CreerPlantationModal.tsx:248,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
PROD_011,TTS_OUTPUT,producteur,non,manus,Choisis d'abord une culture.,,,,,,,,,,,,,,,,,,,,,,,,field_validated,,a_migrer,components/producteur/CreerPlantationModal.tsx:57,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
PROD_012,TTS_OUTPUT,producteur,non,manus,Dis-moi le nom de la culture.,,,,,,,,,,,,,,,,,,,,,,,,field_validated,,a_migrer,components/producteur/CreerPlantationModal.tsx:62,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
PROD_013,TTS_OUTPUT,producteur,non,manus,C'est fait ! Ta plantation est créée.,,,,,,,,,,,,,,,,,,,,,,,,field_validated,,a_migrer,components/producteur/CreerPlantationModal.tsx:78,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
PROD_014,TTS_OUTPUT,producteur,non,manus,Tu dois être connectée. Vérifie ton réseau et réessaie.,,,,,,,,,,,,,,,,,,,,,,,,field_validated,,a_migrer,components/producteur/CreerPlantationModal.tsx:90,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
PROD_015,TTS_OUTPUT,producteur,non,manus,"{produit}, {toLocaleString} kg",,produit toLocaleString,,,,,,,,,,,,,,,,,,,,,,field_validated,,a_migrer,components/producteur/MesRecoltesPage.tsx:259,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
